,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
76448,20171022X15558,Accident,ANC18LA005,2017-10-21,"Anchorage, AK",United States,061104N,0015007W,ANC,TED STEVENS ANCHORAGE INTL,Non-Fatal,Substantial,Airplane,N363JH,raytheon,B200,No,2.0,Turbo Prop,135,NSCH,,"Bering Air, Inc.",0.0,0.0,0.0,4.0,VMC,Unknown,"The pilot's failure to extend the landing gear before landing, which resulted in a gear-up landing. Contributing to the accident was the pilot's fatigue and complacency.",25-09-2020,0.0
76478,20171121X93124,Incident,ENG18WA005,2017-11-01,"Karachi, Pakistan",Pakistan,,,,,Non-Fatal,Unknown,Airplane,A9C-DHJ,boeing,767,No,2.0,Turbo Fan,,,,,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
76480,20171108X95150,Accident,ENG18RA002,2017-11-02,"Thompson, Canada",Canada,,,,,Non-Fatal,Substantial,Airplane,C-FLRY,swearingen,SA227,No,2.0,Turbo Prop,,,,Perimeter Aviation LP,0.0,2.0,0.0,0.0,,Unknown,,25-09-2020,2.0
76529,20180109X22437,Accident,DCA18CA074,2017-11-19,"Los Angeles, CA",United States,335642N,1182429W,LAX,Los Angeles International,Non-Fatal,Unknown,Airplane,N740SW,boeing,737 7H4,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,0.0,5.0,VMC,Unknown,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,25-09-2020,0.0
76561,20171201X14308,Incident,DCA18IA026,2017-11-29,"Atlanta, GA",United States,334457N,0842323W,,,Non-Fatal,Unknown,Airplane,N852DN,boeing,737-932ER,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,169.0,,Unknown,,25-09-2020,0.0
76562,20171201X35829,Accident,DCA18WA027,2017-11-29,"Bogota, Colombia",Colombia,055850N,0075256W,,,Non-Fatal,Unknown,Airplane,N14115,boeing,757 224,No,2.0,Turbo Fan,121,SCHD,,,0.0,0.0,1.0,157.0,,Unknown,,25-09-2020,1.0
76580,20171212X50255,Accident,DCA18CA043,2017-12-03,"Miami, FL",United States,254736N,0801726W,MIA,Miami International,Non-Fatal,Minor,Airplane,N9011P,airbus,A319 115,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,294.0,VMC,Unknown,"The failure of the flight crew of N9011P to maintain an appropriate clearance from N344PP, which was stopped on the taxiway.",25-09-2020,0.0
76585,20171205X23358,Accident,CEN18LA047,2017-12-05,"Rockford, IL",United States,421211N,0089457W,RFD,CHICAGO/ROCKFORD INTL,Non-Fatal,Substantial,Airplane,N500KR,beech,C90,No,2.0,Turbo Prop,091,,Personal,,0.0,2.0,2.0,0.0,VMC,Unknown,"The pilot's inadequate preflight planning and his decision to depart without the required fuel reserve, which resulted in fuel exhaustion during a night approach and subsequent loss of engine power.",25-09-2020,4.0
76593,20171220X52223,Accident,DCA18CA055,2017-12-06,"Fort Lauderdale, FL",United States,026421N,0080910W,,,Non-Fatal,Unknown,Airplane,N670NK,airbus,A321 231,No,2.0,Turbo Fan,121,SCHD,,SPIRIT AIRLINES INC,0.0,1.0,1.0,100.0,IMC,Unknown,an inadvertent encounter with convective turbulence that resulted in a flight attendant injury.,25-09-2020,2.0
76604,20171212X00211,Accident,DCA18CA042,2017-12-12,"Detroit, MI",United States,421245N,0832112W,DTW,Detroit Metropolitan Wayne Cou,Non-Fatal,Substantial,Airplane,N924DL,mcdonnell,MD 88,No,2.0,Turbo Jet,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,61.0,VMC,Unknown,failure of the flight crew to confirm the left engine throttle lever was at idle during engine start.,25-09-2020,0.0
76627,20171220X64353,Accident,CEN18CA058,2017-12-18,"Georgetown, TX",United States,304042N,0097240W,KGTU,Georgetown Municipal,Non-Fatal,Substantial,Airplane,N141JT,piaggio,P.180,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,2.0,IMC,Unknown,"The pilot's inadequate compensation for crosswind conditions, which resulted in a hard landing and the right main landing gear collapsing. 

",25-09-2020,0.0
76648,20180102X34923,Incident,OPS18IA003,2017-12-25,"Medford, OR",United States,042250N,1224437W,MFR,Rogue Valley International,,Unknown,Airplane,N162PQ,bombardier,CL600 2D24,No,2.0,Turbo Jet,121,SCHD,,SKYWEST AIRLINES INC,0.0,0.0,0.0,0.0,IMC,Unknown,"The incident was caused by the air traffic controller assigning an altitude below the published procedure altitude for the approach segment to be flown prior to the aircraft being established on a published portion of the approach. Contributing to the incident was the flight crew's failure to identify the appropriate altitude for the segment of the approach being flown and query the controller before subsequent decent below the published minimum altitude.",31-03-2021,0.0
76651,20171228X35517,Accident,CEN18LA062,2017-12-27,"Michigan City, IN",United States,414143N,0864932W,MGC,Michigan City Municipal Airpor,Non-Fatal,Substantial,Airplane,N525KT,cessna,525A,No,2.0,Turbo Fan,091,,Positioning,INTEGRATED FLIGHT RESOURCES INC,0.0,2.0,0.0,0.0,VMC,Unknown,"The flight crew's improper decision to land on a snow-covered runway that had insufficient runway distance for the airplane to land with the contamination, which resulted in a runway overrun and impact with obstacles. ",05-05-2021,2.0
76656,20180116X12236,Incident,DCA18IA081,2017-12-30,"Pullman, WA",United States,464434N,0011771W,PUW,PULLMAN/MOSCOW RGNL,Non-Fatal,Unknown,Airplane,N412QX,bombardier,DHC 8 402,No,2.0,Turbo Prop,121,SCHD,,HORIZON AIR INDUSTRIES INC,0.0,0.0,0.0,46.0,IMC,Unknown,the flight crew's misidentification of the taxiway as the landing runway due to the failure of the runway lighting that caused only the taxiway lights to be illuminated.,25-09-2020,0.0
76672,20180111X85842,Accident,GAA18CA098,2018-01-11,"Rock Springs, WY",United States,413556N,0109350W,RKS,ROCK SPRINGS-SWEETWATER COUNTY,Non-Fatal,Substantial,Airplane,N561UP,swearingen,SA227,No,2.0,Turbo Prop,135,NSCH,,"Ameriflight, LLC",0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control while taxiing in gusting tailwind conditions.

 
",25-09-2020,0.0
76696,20180205X20338,Incident,ENG18WA011,2018-01-18,"Alice Springs, Australia",Australia,172212S,1233938E,asp,Alice Springs,Non-Fatal,Unknown,Airplane,9M-MTM,airbus,A330,No,2.0,Turbo Fan,NUSC,SCHD,,Malaysia Airlines,0.0,0.0,0.0,255.0,,Unknown,,25-09-2020,0.0
76697,20180130X90601,Accident,CEN18LA086,2018-01-19,"Houston, TX",United States,293626N,0095931W,EFD,Ellington Airport,Non-Fatal,Substantial,Airplane,N6UP,swearingen,SA227 TT,No,2.0,Turbo Prop,091,,Executive/corporate,AIRCO JN LLC,0.0,0.0,0.0,4.0,VMC,Unknown,"The failure of the left starter relay during engine start, which resulted in a loss of electrical and battery power during the flight and led to a forced landing with the nose landing gear not fully extended, causing substantial damage to the engines.",25-09-2020,0.0
76716,20180205X00724,Incident,ENG18WA010,2018-01-25,"Lima, Peru",Peru,124413S,0755729W,,,Non-Fatal,Unknown,Airplane,OB-2140P,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,Peruvian Air Lines,0.0,0.0,0.0,99.0,,Unknown,,25-09-2020,0.0
76733,20180206X80222,Incident,DCA18WA088,2018-01-30,"Tel Aviv, Israel",Israel,,,,,,Unknown,Airplane,N919FD,boeing,757 23A,No,2.0,Turbo Fan,121,NSCH,,Federal Express,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
76744,20180207X21243,Accident,CEN18LA094,2018-02-05,"Cleveland, OH",United States,041316N,0814054W,KBKL,Burke Lakefront,Non-Fatal,Substantial,Airplane,N570TM,raytheon,400A,No,2.0,Turbo Fan,135,NSCH,,"Travel Management, Inc",0.0,0.0,0.0,4.0,IMC,Unknown,"The airplane's reduced braking performance due to an ice-covered runway, which resulted in a runway excursion. Contributing to the accident was the crew's selection of a runway with a tailwind.",25-09-2020,0.0
76769,20180212X35207,Accident,GAA18CA137,2018-02-12,"Montague, CA",United States,414653N,0122285W,SIY,SISKIYOU COUNTY,Non-Fatal,Substantial,Airplane,N118MF,beech,C90,No,2.0,Turbo Prop,091,,Instructional,MERCY FLIGHTS INC,0.0,0.0,0.0,2.0,VMC,Unknown,"The failure of pilot to extend the landing gear during landing. 
",25-09-2020,0.0
76772,20180213X95634,Incident,DCA18IA092,2018-02-13,"Honolulu, HI",United States,021194N,1575513W,KHNL,Honolulu,Non-Fatal,Minor,Airplane,N773UA,boeing,777 222,No,2.0,Turbo Fan,121,SCHD,,UNITED AIRLINES INC,0.0,0.0,0.0,378.0,VMC,Unknown,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",25-09-2020,0.0
76773,20180213X95840,Incident,DCA18RA093,2018-02-13,"Lagos, Nigeria",Nigeria,,,,Lagos,Non-Fatal,Minor,Airplane,N858NW,airbus,A330,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,9.0,0.0,135.0,,Unknown,,25-09-2020,9.0
76795,20180508X34936,Accident,ANC18WA035,2018-02-23,"Abbotsford, Canada",Canada,049124N,1222152W,,,Non-Fatal,Substantial,Airplane,C-GIAE,beech,B100,No,2.0,Turbo Prop,UNK,,,Island Express Air Inc,0.0,5.0,5.0,0.0,,Unknown,,25-09-2020,10.0
76798,20180228X30813,Accident,DCA18CA102,2018-02-24,"Minneapolis, MN",United States,044535N,0931256W,MSP,Minneapolis-St Paul Intl/Wold-,Non-Fatal,Unknown,Airplane,N817NW,airbus,A330 323,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,2.0,1.0,295.0,VMC,Unknown,"an inadvertent encounter with clear air turbulence.",18-11-2020,3.0
76839,20180312X34739,Accident,GAA18CA155,2018-03-10,"Mount Pleasant, MI",United States,433718N,0844414W,MOP,MOUNT PLEASANT MUNI,Non-Fatal,Substantial,Airplane,N500MP,learjet,31,No,2.0,Turbo Jet,091,,Business,N500MP LLC,0.0,0.0,0.0,9.0,VMC,Unknown,"The airplanes collision with deer during the landing roll. ",25-09-2020,0.0
76861,20180319X41043,Accident,GAA18CA167,2018-03-16,"Hastings, NE",United States,403615N,0982535W,HSI,HASTINGS MUNI,Non-Fatal,Substantial,Airplane,N213AV,beech,C99,No,2.0,Turbo Prop,135,NSCH,,Ameriflight LLC,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's decision to land in a gusty crosswind that exceeded the airplane's maximum demonstrated crosswind and resulted in a runway excursion.,25-09-2020,0.0
76872,20180322X42204,Accident,ERA18LA112,2018-03-21,"Miami, FL",United States,254745N,0080179W,,,Non-Fatal,Unknown,Airplane,N90JE,gulfstream,G V,No,2.0,Turbo Fan,091,,Business,PEYTON HOLDINGS LLC,0.0,2.0,1.0,5.0,IMC,Unknown,"The passengers' failure to comply with the fasten seatbelt sign, with resulted in their injury during an inflight turbulence encounter.",03-12-2020,3.0
76873,20180322X70555,Accident,ANC18LA027,2018-03-21,"Arctic Ocean, OF",United States,072183N,1484741W,,,Non-Fatal,Substantial,Airplane,N716JP,dehavilland,DHC 6 TWIN OTTER,No,2.0,Turbo Prop,135,NSCH,,BALD MOUNTAIN AIR SERVICE INC,0.0,0.0,0.0,5.0,VMC,Unknown,The flight crew's improper decision to deliberately operate the airplane at low altitude and along a flightpath that resulted in a collision with a pedestrian after takeoff. Contributing to the accident was the pedestrian's proximity to the runway.,02-12-2020,0.0
76894,20180329X95659,Accident,GAA18CA187,2018-03-29,"King Salmon, AK",United States,584047N,1563922W,AKN,KING SALMON,Non-Fatal,Substantial,Airplane,N31TN,beech,99,No,2.0,Turbo Prop,135,NSCH,,LAKE CLARK AIR INC,0.0,0.0,0.0,8.0,IMC,Unknown,"The pilots failure to maintain an adequate approach path and runway centerline during the initial landing, which resulted in a hard landing to the left of the runway and damage to the landing gear and wing.
",25-09-2020,0.0
76942,20180416X75158,Accident,ERA18FA127,2018-04-16,"Crozet, VA",United States,038552N,0784321W,,,Fatal,Destroyed,Airplane,N525P,cessna,525,No,2.0,Turbo Jet,091,,Personal,,1.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's loss of control while operating in night instrument meteorological conditions as a result of spatial disorientation. Contributing to the accident was the pilot's decision to operate an airplane after consuming alcohol and his resulting intoxication, which degraded the pilot's judgment and decision-making.",25-09-2020,1.0
76944,20180417X23642,Accident,DCA18MA142,2018-04-17,"Philadelphia, PA",United States,395219N,0751424W,KPHL,Philadelphia,Fatal,Substantial,Airplane,N772SW,boeing,737 7H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,1.0,125.0,8.0,6.0,VMC,Unknown,"A low-cycle fatigue crack in the dovetail of fan blade No. 13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",15-06-2021,134.0
76951,20180419X80338,Accident,DCA18LA163,2018-04-18,"Atlanta, GA",United States,,,ATL,Hartsfield-Jackson,Non-Fatal,Substantial,Airplane,N806NW,airbus,A330 323,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,288.0,,Unknown,,25-09-2020,0.0
76958,20180420X04304,Accident,DCA18FA144,2018-04-20,"Alexandria, LA",United States,311939N,0923243W,KAEX,Alexandria International,Non-Fatal,Substantial,Airplane,N807WA,mcdonnell,DC 9 83(MD-83),No,2.0,Turbo Fan,121,NSCH,,Caribbean Sun Airlines Inc,0.0,0.0,0.0,101.0,VMC,Unknown,the failure of the right main landing gear under normal loads due to fatigue cracking in an area subject to an FAA Airworthiness Directive that was not adequately inspected.,25-09-2020,0.0
76981,20180427X31921,Accident,WPR18LA129,2018-04-26,"Bishop, CA",United States,372223N,1182149W,BIH,Bishop,Non-Fatal,Substantial,Airplane,N79PH,gulfstream,695A,No,2.0,Turbo Prop,091,,Business,,0.0,0.0,0.0,2.0,VMC,Unknown,"The failure of the left main landing gear upper arm forging due to fatigue cracking and subsequent overstress, which resulted in the collapse of the landing gear during the landing roll.",20-05-2021,0.0
77002,20180509X25604,Accident,CEN18LA164,2018-04-30,"Sioux Falls, SD",United States,433455N,0964431W,FSD,Joe Foss Field,Non-Fatal,Substantial,Airplane,N172GA,beech,1900C,No,2.0,Turbo Prop,135,NSCH,,"Alpine Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,Unknown,Failure of the right main landing gear drag brace bolt for reasons that could not be determined based on the available information.,25-09-2020,0.0
77005,20180503X92154,Accident,DCA18CA165,2018-05-01,"Queens, NY",United States,403838N,0734655W,JFK,John F Kennedy Intl,Non-Fatal,Substantial,Airplane,N606LR,bombardier,CL600 2D24,No,2.0,Turbo Fan,121,SCHD,,Endeavor Air,0.0,0.0,0.0,276.0,VMC,Unknown,the failure of the captain of Delta 212 to ensure adequate clearance while taxiing behind Endeavor 3413.,25-09-2020,0.0
77015,20180705X90932,Incident,CEN18WA253,2018-05-02,"Geneva, Eswatini",Eswatini,,,,,Non-Fatal,Unknown,Airplane,G-FXAR,beech,400,No,2.0,Turbo Fan,NUSC,,,Flairjet Ltd,0.0,0.0,0.0,2.0,,Unknown,,25-09-2020,0.0
77017,20180507X44134,Incident,DCA18WA173,2018-05-03,"Guayaquil, Spain",Spain,,,,,Non-Fatal,Unknown,Airplane,N396AN,boeing,767 323,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,181.0,,Unknown,,25-09-2020,0.0
77042,20180507X00658,Accident,DCA18CA169,2018-05-07,"Baltimore, MD",United States,391045N,0076402W,KBWI,Baltimore/Thurgood Marshall In,Non-Fatal,Substantial,Airplane,N8655D,boeing,737-8H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,179.0,VMC,Unknown,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,13-09-2021,0.0
77054,20180509X84221,Incident,DCA18WA177,2018-05-08,"Guayaquil,",United States,,,,,,Minor,Airplane,N342AN,boeing,767,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
77201,20180611X85348,Accident,DCA18CA201,2018-06-10,"Decatur, TX",United States,332029N,0973252W,,,Non-Fatal,Unknown,Airplane,N750AN,boeing,777 223,No,2.0,Turbo Fan,121,SCHD,,AMERICAN AIRLINES INC,0.0,7.0,1.0,261.0,Unk,Unknown,the passengers failure to comply with the fasten seatbelt sign when the airplane encountered convective turbulence.,25-09-2020,8.0
77208,20180618X30834,Accident,DCA18CA219,2018-06-11,"Harbin, China",China,452230N,0012694E,,,Non-Fatal,Unknown,Airplane,N826AN,boeing,787-9,No,2.0,Turbo Fan,121,SCHD,,AMERICAN AIRLINES INC,0.0,1.0,1.0,290.0,Unk,Unknown,"the accidental tipping over of a beverage service cart, when there was no turbulence, which caused pots of hot water to burn two flight attendants.",25-09-2020,2.0
77211,20180613X62240,Accident,DCA18CA209,2018-06-12,"Phoenix, AZ",United States,331537N,0112015W,KPHX,Phoenix Sky Harbor Internation,Non-Fatal,Unknown,Airplane,N8693A,boeing,737-8H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,1.0,5.0,Unk,Unknown,a passenger bumping into a flight attendant who was holding a hot liquid.,25-09-2020,1.0
77220,20180614X80143,Accident,WPR18CA172,2018-06-14,"Sacramento, CA",United States,383319N,1211750W,MHR,Sacramento Mather,Non-Fatal,Substantial,Airplane,N2165,dornier,ALPHA JET,No,2.0,Turbo Fan,091,,Instructional,Blue City Holding LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to extend the landing gear before landing. Contributing to the accident was the pilots and the flight instructors failure to adequately monitor the workload.  
",25-09-2020,0.0
77246,20180803X35058,Accident,DCA18CA255,2018-06-17,"Cut Bank, MT",United States,484250N,1123220W,,,Non-Fatal,Unknown,Airplane,N637CZ,embraer,ERJ175,No,2.0,Turbo Fan,121,SCHD,,Compass Airlines,0.0,0.0,1.0,72.0,Unk,Unknown,an unexpected encounter with clear air turbulence.,25-09-2020,1.0
77286,20180626X21713,Accident,ANC18LA049,2018-06-26,"Salt Lake City, UT",United States,404718N,1115840W,SLC,SALT LAKE CITY INTL,Non-Fatal,Substantial,Airplane,N57,learjet,60,No,2.0,Turbo Fan,135,NSCH,,FEDERAL AVIATION ADMINISTRATION,0.0,0.0,0.0,3.0,VMC,Unknown,"The flight crews failure to fully disengage the parking brake before taxi, which resulted in a brake fire. ",24-08-2021,0.0
77303,20180712X94728,Incident,DCA18WA238,2018-06-29,"Gander, Canada",Canada,,,,,Non-Fatal,Unknown,Airplane,N278AY,airbus,A330,No,2.0,Turbo Fan,121,,,American Airlines,0.0,1.0,0.0,300.0,,Unknown,,25-09-2020,1.0
77368,20180712X02446,Accident,WPR18LA197,2018-07-12,"Tolani Lake, AZ",United States,035195N,1103936W,,,Non-Fatal,Substantial,Airplane,N617MM,beech,90,No,2.0,Turbo Prop,091,,Positioning,Guardian Flight LLC.,0.0,0.0,0.0,3.0,IMC,Unknown,"An autopilot deviation during climb for undetermined reasons, which resulted in an in-flight upset and loss of airplane control. Contributing to the accident was the pilots failure to adequately monitor flight systems due to a distraction.",27-05-2021,0.0
77427,20180724X92617,Accident,GAA18CA435,2018-07-23,"Tulsa, OK",United States,361156N,0095532W,TUL,TULSA INTL,Non-Fatal,Substantial,Airplane,N866VP,cessna,560,No,2.0,Turbo Fan,091,,Positioning,"Burgess Aircraft Management, LLC",0.0,0.0,0.0,2.0,VMC,Unknown,"The airplanes collision with a bird during approach.",25-09-2020,0.0
77428,20180809X34644,Accident,CEN18WA324,2018-07-23,"Cork, Ireland",Ireland,515029N,0082928W,,,Non-Fatal,Substantial,Airplane,N752TX,cessna,750,No,2.0,Turbo Fan,NUSN,,Business,Textron Inc,0.0,0.0,0.0,8.0,,Unknown,,25-09-2020,0.0
77429,20200619X60815,Accident,DCA18CA316,2018-07-23,"West Palm Beach, FL",United States,264059N,0080544W,,,Non-Fatal,Unknown,Airplane,N328NB,airbus,A319,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,1.0,1.0,132.0,VMC,Unknown,"An inadvertent encounter with convective turbulence.",08-06-2021,2.0
77444,20180726X93340,Accident,ERA18TA203,2018-07-26,"Lecanto, FL",United States,285244N,0822941W,,,Non-Fatal,Substantial,Airplane,N717X,beech,C90,No,2.0,Turbo Prop,091,,Personal,Lilsa Ka Llc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to turn on the fuel transfer pumps in accordance with the published checklists, which resulted in a dual loss of engine power due to fuel starvation. ",25-09-2020,0.0
77451,20180727X04921,Accident,DCA18CA252,2018-07-27,"Portsmouth, NH",United States,043441N,0704924W,PSM,Portsmouth Intl At Pease,Non-Fatal,Substantial,Airplane,N641GT,boeing,767,No,2.0,Turbo Fan,121,NSCH,,Atlas Air Inc,0.0,0.0,0.0,250.0,VMC,Unknown,"an improper landing flare technique and the lack of the appropriate bounced landing recovery procedure.",08-06-2021,0.0
77470,20180804X33111,Accident,ERA18WA209,2018-07-29,"Sao Paulo, Brazil",Brazil,233033S,0463816W,SBMT,Sao Paulo Campo Marte Airport,Fatal,Destroyed,Airplane,PP-SZN,beech,90,No,2.0,Turbo Prop,NUSN,,Personal,,1.0,0.0,6.0,0.0,,Unknown,,25-09-2020,7.0
77480,20180816X41010,Accident,DCA18CA266,2018-07-31,"Philadelphia, PA",United States,395228N,0751433W,KPHL,Philadelphia Int'l,Non-Fatal,Substantial,Airplane,N192AN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,181.0,VMC,Unknown,"The captain's improper control of the airplane during the landing flare.
 ",08-06-2021,0.0
77482,20180802X75952,Accident,GAA18CA475,2018-08-01,"Wilmington, NC",United States,341335N,0775641W,,,Non-Fatal,Substantial,Airplane,N557AP,beech,B300,No,2.0,Turbo Prop,091,,Business,Atlantic Transportation Of Wilmington Ll,0.0,0.0,0.0,6.0,VMC,Unknown,"The airplanes collision with a bird during approach.
",25-09-2020,0.0
77485,20180806X53930,Incident,DCA18WA258,2018-08-01,"Pardubice, Czech Republic",Czech Republic,,,,,,Unknown,Airplane,N624XA,boeing,737,No,2.0,Turbo Fan,135,,,Swift Air,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
77532,20180812X92421,Accident,WPR18FA220,2018-08-11,"Steilacoom, WA",United States,047853N,1223815W,,,Fatal,Destroyed,Airplane,N449QX,de,DHC8,No,2.0,Turbo Prop,UNK,,,Horizon Air Industries Inc,1.0,0.0,0.0,0.0,VMC,Unknown,"The NTSB did not determine the probable cause of this event and does not plan to issue an investigative report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.

 
",25-09-2020,1.0
77533,20180813X11107,Incident,DCA18IA265,2018-08-11,"Philadelphia, PA",United States,039570N,0751014W,,,Non-Fatal,Unknown,Airplane,N619A,gulfstream,G IV,No,2.0,Turbo Fan,135,NSCH,,Pegasus Elite Aviation,0.0,0.0,0.0,7.0,,Unknown,,25-09-2020,0.0
77543,20180905X90334,Accident,DCA18CA283,2018-08-13,"Los Angeles, CA",United States,335629N,1182430W,LAX,Los Angeles International,Non-Fatal,Substantial,Airplane,N204HA,airbus,A321-271N,No,2.0,Turbo Fan,121,SCHD,,Hawaiian Airlines Inc,0.0,0.0,0.0,197.0,VMC,Unknown,"a tailstrike caused by inappropriate recovery technique after a bounced landing.  Contributing to the accident was the failure of the radio altimeter, caused by the approach being over calm/flat water, that was not recognized by the flight crew.",03-06-2021,0.0
77570,20180904X20845,Incident,DCA18WA280,2018-08-18,"Los Cabos, Mexico",Mexico,,,,,,Unknown,Airplane,N337PJ,boeing,737,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
77574,20190222X90048,Accident,DCA18WA314,2018-08-19,"Callao, Peru",Peru,,,,,Non-Fatal,Substantial,Airplane,N404AV,de,DHC8,No,2.0,Turbo Prop,NUSC,SCHD,,Lc Busre,0.0,0.0,0.0,64.0,,Unknown,,26-09-2020,0.0
77582,20180904X15812,Incident,DCA18WA279,2018-08-20,"Guadalajara, Mexico",Mexico,,,,,,Unknown,Airplane,N520AM,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,Aeromexico,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
77658,20180903X10522,Accident,GAA18CA528,2018-09-03,"Burbank, CA",United States,034122N,1182131W,BUR,Bob Hope,Non-Fatal,Substantial,Airplane,N97WC,beech,200,No,2.0,Turbo Prop,091,,Positioning,"West Coast Charters, Inc",0.0,0.0,0.0,1.0,VMC,Unknown,"The flight instructor's and pilot receiving instruction's failure to maintain clearance from a tree while taxiing.",25-09-2020,0.0
77674,20180907X10419,Accident,DCA18LA285,2018-09-06,"New York, NY",United States,040452N,0735958W,,,Non-Fatal,Unknown,Airplane,N173AN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,1.0,112.0,,Unknown,,25-09-2020,1.0
77676,20180913X21320,Incident,ENG18IA036,2018-09-06,"Atlanta, GA",United States,033450N,0842325W,,,,Minor,Airplane,N668DN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
77738,20181009X10416,Accident,DCA18CA299,2018-09-24,"Newark, NJ",United States,404133N,0074107W,EWR,Newark Liberty Intl,Non-Fatal,Unknown,Airplane,N13113,boeing,757,No,2.0,Turbo Fan,121,SCHD,,United Airlines,0.0,0.0,1.0,176.0,Unk,Unknown,the catering cart striking the flight attendant's foot.,25-09-2020,1.0
77740,20180925X10105,Accident,CEN18FA387,2018-09-25,"Oscoda, MI",United States,044250N,0083299W,KOSC,Oscoda-Wurtsmith Airport,Fatal,Destroyed,Airplane,N241CK,beech,200,No,2.0,Turbo Prop,091,,Business,,1.0,0.0,0.0,0.0,IMC,Unknown,The pilot's descent below minimum descent altitude during the nonprecision instrument approach for reasons that could not be determined based on the available information.,25-09-2020,1.0
77744,20181001X90405,Accident,DCA18CA294,2018-09-26,"Dallas, TX",United States,323238N,0097119W,DFW,Dallas-Fort Worth Intl,Non-Fatal,Unknown,Airplane,N994AN,airbus,A321,No,2.0,Turbo Fan,121,SCHD,,AMERICAN AIRLINES INC,0.0,0.0,1.0,185.0,VMC,Unknown,a passenger leaving a bag in the aisle that the flight attendant tripped over.,25-09-2020,1.0
77769,20181010X84616,Accident,ANC19CA002,2018-10-03,"Gambell, AK",United States,634622N,0171445W,GAM,Gambell,Non-Fatal,Substantial,Airplane,N575Q,beech,1900,No,2.0,Turbo Prop,135,SCHD,,Hageland Aviation,0.0,0.0,0.0,9.0,IMC,Unknown,"The pilots unstabilized approach and improper landing flare, which resulted in a hard landing.",25-09-2020,0.0
