,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
74024,20160314X94921,Accident,ERA16WA129,2016-02-24,"Globitsy, Russia",Russia,594416N,0291339E,,,Fatal,Substantial,Helicopter,RA-2348G,enstrom,F28,No,1.0,Reciprocating,NUSN,,Other Work Use,,1.0,1.0,0.0,0.0,VMC,Unknown,,25-09-2020,2.0
74042,20160302X71152,Accident,GAA16CA143,2016-03-02,"Agua Dulce, CA",United States,034343N,1181830W,,,Non-Fatal,Substantial,Helicopter,N568TB,bell,47,No,1.0,Reciprocating,091,,Personal,Thomas J. White,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's failure to set the appropriate collective friction prior to releasing the collective in flight, which resulted in decreased main rotor pitch, settling with power, and an impact with terrain.",25-09-2020,1.0
74078,20160317X73352,Accident,GAA16CA151,2016-03-17,"Riverside, CA",United States,033577N,1172642W,RAL,RIVERSIDE MUNI,Non-Fatal,Substantial,Helicopter,N9076U,robinson,R22,No,1.0,Reciprocating,091,,Instructional,CALIFORNIA AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's incorrect action performance by not applying sufficient pressure to the right anti-torque pedal, resulting in an uncontrollable left yaw, and ground impact.",25-09-2020,0.0
74092,20160324X85218,Accident,ERA16WA138,2016-03-22,"Angostura, Colombia",Colombia,007122N,0752737W,,,Fatal,Destroyed,Helicopter,HK4674,bell,206B III,No,1.0,Turbo Shaft,NUSC,,,Helifly,3.0,0.0,1.0,0.0,IMC,Unknown,,25-09-2020,4.0
74093,20160405X20322,Accident,ERA16WA147,2016-03-22,"Riosucio, Choco, Colombia",Colombia,073727N,0076312W,,,Fatal,Substantial,Helicopter,HK-5049,bell,206,No,1.0,,NUSN,,Unknown,Helify,3.0,0.0,0.0,0.0,Unk,Unknown,,,3.0
74096,20160324X73958,Accident,GAA16CA160,2016-03-23,"Oak Island, NC",United States,335554N,0078423W,SUT,CAPE FEAR RGNL JETPORT/HOWIE F,Non-Fatal,Substantial,Helicopter,N843JB,robinson,R44,No,1.0,Reciprocating,091,,Instructional,"HIGH TIDE HELICOPTERS, LLC",0.0,1.0,0.0,0.0,VMC,Unknown,"The student pilot's failure to maintain a stabilized hover, resulting in a loss of control and an impact with terrain.",25-09-2020,1.0
74104,20160326X80544,Accident,ERA16FA140,2016-03-26,"Enterprise, AL",United States,311646N,0855816W,None,Farm Field,Fatal,Substantial,Helicopter,N911GF,eurocopter,AS 350 B2,No,1.0,Turbo Shaft,135,NSCH,,Metro Aviation Inc.,4.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's decision to perform visual flight rules flight into night instrument meteorological conditions, which resulted in loss of control due to spatial disorientation. Contributing to the accident was the pilot's self-induced pressure to complete the mission despite the weather conditions and the operator's inadequate oversight of the flight by its operational control center.",25-09-2020,4.0
74109,20160328X33033,Accident,GAA16CA163,2016-03-26,"Sodus, NY",United States,043145N,0077729W,SDC,WILLIAMSON-SODUS,Non-Fatal,Substantial,Helicopter,N5698Y,enstrom,F280,No,1.0,Reciprocating,091,,Instructional,B.A.C. Services,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper collective application at touchdown during a practice run-on landing, which resulted in the main rotor system impacting the tailboom and the forward portion of the fuselage impacting terrain during remedial action by the flight instructor. Contributing to the accident was the flight instructor's delayed remedial action.",25-09-2020,0.0
74111,20160329X34312,Accident,GAA16CA165,2016-03-26,"Hanford, CA",United States,361617N,1193524W,,,Non-Fatal,Substantial,Helicopter,N52Q,bell,206B,No,1.0,Turbo Shaft,091,,Other Work Use,PREMIER ROTORS LLC,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's decision to release the collective while flying at 10 feet above ground level, resulting in the rapid helicopter descent and impact with terrain.",25-09-2020,1.0
74112,20160329X65507,Accident,GAA16CA168,2016-03-26,"Jamestown, ND",United States,465534N,0984059W,JMS,JAMESTOWN RGNL,Non-Fatal,Substantial,Helicopter,N721RP,hughes,369,No,1.0,Turbo Shaft,091,,Ferry,HAVERFIELD INTERNATIONAL INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's excessive descent rate while flaring during a practice autorotation with a power recovery, which resulted in an impact with terrain.",25-09-2020,0.0
74116,20160328X03918,Accident,ERA16FA143,2016-03-27,"Canadensis, PA",United States,041152N,0075139W,,,Fatal,Destroyed,Helicopter,N776JM,robinson,R44,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's loss of control due to spatial disorientation, which occurred after ascending in order to clear rising terrain and inadvertently entering the clouds.",25-09-2020,1.0
74133,20160411X82556,Accident,CEN16WA149,2016-04-02,"Atemajac de Brizuela, Mexico",Mexico,020110N,0103420W,,,Non-Fatal,Destroyed,Helicopter,N565AC,robinson,R44 II,No,1.0,Reciprocating,NUSN,,,,0.0,0.0,1.0,3.0,,Unknown,,25-09-2020,1.0
74139,20160404X74644,Accident,ERA16FA144,2016-04-04,"Pigeon Forge, TN",United States,354931N,0083346W,6TN3,SIXTY SIX,Fatal,Destroyed,Helicopter,N16760,bell,206,No,1.0,Turbo Shaft,091,,Aerial Observation,GREAT SMOKY MOUNTAIN HELICOPTERS INC,5.0,0.0,0.0,0.0,VMC,Unknown,"An inflight loss of engine power due to a failure of the engine fuel pump, which resulted in a collision with trees and terrain during the subsequent autorotation. The failure of the engine fuel pump resulted from the absence of adequate grease leading to accelerated spline wear within the fuel pump.",25-09-2020,5.0
74145,20160412X90826,Incident,CEN16WA150,2016-04-06,"Bern, Eswatini",Eswatini,465444N,0071724E,LSZB,Berne Airport,Non-Fatal,Minor,Helicopter,HB-ZGO,robinson,R22 BETA,No,1.0,Reciprocating,,,,,0.0,0.0,0.0,2.0,VMC,Unknown,,25-09-2020,0.0
74146,20160407X72917,Accident,GAA16CA179,2016-04-06,"Supai, AZ",United States,036847N,1124531W,,,Non-Fatal,Substantial,Helicopter,N73AW,bell,206,No,1.0,Turbo Shaft,133,,External Load,Airwest Helicopters LLC.,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's decision to fly a normal approach and forgetting that the long line remained attached to the helicopter, which resulted in the line snagging on a ridgeline, a loss of lateral control, and a rollover.",25-09-2020,1.0
74149,20180509X55948,Accident,CEN16LA401,2016-04-07,"Galliano, LA",United States,292617N,0901545W,GAO,SOUTH LAFOURCHE LEONARD MILLER,Non-Fatal,Substantial,Helicopter,N639NA,agustawestland,AW139,No,2.0,Turbo Shaft,091,,Other Work Use,CHEVRON USA INC,0.0,0.0,0.0,9.0,VMC,Unknown,"The fatigue failure of a tail rotor blade erosion shield extension, which resulted in in-flight damage to a main rotor blade.",25-09-2020,0.0
74152,20160411X25201,Accident,GAA16LA182,2016-04-08,"Weatherford, TX",United States,324617N,0974422W,TE93,STAGGS,Non-Fatal,Substantial,Helicopter,N298SD,hughes,369,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilot/mechanic's inadequate postmaintenance and preflight inspections, which resulted in his failure to remove the antitorque pedal lock and a subsequent loss of control during hover operations.",25-09-2020,1.0
74171,20160415X13505,Accident,ERA16LA159,2016-04-15,"Jasper, GA",United States,342644N,0842645W,NONE,Hospital Helipad,Non-Fatal,Substantial,Helicopter,N561AM,eurocopter,AS350,No,1.0,Turbo Shaft,135,NSCH,,AirMethods Corporation,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilot's loss of helicopter control due to vortex ring state, which resulted in a hard landing. Contributing to the accident was the pilots decision to conduct the landing approach with a tailwind.",25-09-2020,0.0
74173,20160416X61819,Accident,ERA16CA160,2016-04-16,"Baltimore, MD",United States,391023N,0764125W,BWI,Baltimore Washington Internati,Non-Fatal,Destroyed,Helicopter,N326AC,bell,206,No,1.0,Turbo Shaft,091,,Aerial Observation,Sky River Helicopters,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilot's inadequate compensation for the wind while hovering out of ground effect, which resulted in a loss of tail rotor effectiveness.",25-09-2020,0.0
74179,20160419X34935,Accident,CEN16LA156,2016-04-18,"Arden Hills, MN",United States,004553N,0093931W,,,Non-Fatal,Substantial,Helicopter,N119SP,bell,206,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,Minnesota Department of Public Safety,0.0,1.0,0.0,0.0,VMC,Unknown,"A partial loss of engine power for reasons that could not be determined based on the available evidence",06-05-2021,1.0
74188,20160420X52442,Accident,ERA16LA167,2016-04-20,"Myerstown, PA",United States,004000N,0007600W,9D4,Deck Airport,Non-Fatal,Substantial,Helicopter,N202CH,bell,47D1,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power for reasons that could not be determined because examination of the engine revealed no mechanical anomalies that would have precluded normal operation.,25-09-2020,0.0
74192,20160421X11602,Accident,CEN16LA161,2016-04-21,"Los Fresnos, TX",United States,026418N,0972835W,,,Non-Fatal,Destroyed,Helicopter,N64702,bell,47G-2A,No,1.0,Reciprocating,137,,Aerial Application,"Hendrickson Flying Service, Inc.",0.0,0.0,1.0,0.0,VMC,Unknown,The pilot's inability to see and avoid the power lines because of trees obscuring his view.,25-09-2020,1.0
74198,20160425X71401,Accident,GAA16CA201,2016-04-22,"Denver, CO",United States,039473N,1043215W,FTG,FRONT RANGE,Non-Fatal,Substantial,Helicopter,N867TV,helicycle/morrisey,RM-1,Yes,1.0,Turbo Shaft,091,,Personal,TurbineV LLC.,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain control of the helicopter yaw while operating in conditions conducive to loss of tail rotor effectiveness, resulting in an uncommanded rapid right yaw and ground impact.",25-09-2020,1.0
74216,20160426X20123,Accident,CEN16LA168,2016-04-25,"Houston, TX",United States,294650N,0953243W,8TS4,Memorial City Hospital,Non-Fatal,Substantial,Helicopter,N435AE,bell,206 L4,No,1.0,Turbo Shaft,135,NSCH,,AIR EVAC EMS INC,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilot's failure to maintain directional control during takeoff in varying wind conditions, which resulted in a hard landing.",25-09-2020,0.0
74220,20160723X95223,Accident,ERA16LA265,2016-04-26,"Pittsburgh, PA",United States,402743N,0795641W,PN80,West Penn Hospital Heliport,Non-Fatal,Substantial,Helicopter,N145HN,eurocopter,MBB BK 117 C-2,No,2.0,Turbo Shaft,135,NSCH,,AIR METHODS CORP,0.0,0.0,0.0,5.0,VMC,Unknown,"Maintenance personnels failure to properly secure the left vertical fin cowling during recent maintenance, which resulted in its separation and subsequent contact with the tail rotor system during flight.",25-09-2020,0.0
74222,20160506X90816,Accident,DCA16WA143,2016-04-27,"Pretoria, South Africa",South Africa,255138S,0285926E,,,,Substantial,Helicopter,ZS-RXD,robinson,R44,No,1.0,Reciprocating,NUSC,,,,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
74225,20160531X05632,Accident,ERA16WA196,2016-04-28,"Campos dos Goytacazes, Brazil",Brazil,214727S,0411822W,,,Non-Fatal,Substantial,Helicopter,PR-EMR,sikorsky,S76,No,2.0,Turbo Shaft,NUSC,,,Atlas Taxi Aereo,0.0,0.0,0.0,11.0,,Unknown,,25-09-2020,0.0
74229,20160505X23224,Accident,WPR16LA099,2016-04-29,"San Ardo, CA",United States,036026N,1205244W,,,Non-Fatal,Substantial,Helicopter,N6288N,bell,47G 5,No,1.0,Reciprocating,137,,Aerial Application,WILBUR-ELLIS CO,0.0,1.0,0.0,0.0,VMC,Unknown,"The failure of the pin in the outboard end of the lateral flight control torque tube. ",06-05-2021,1.0
74244,20160511X40514,Accident,ERA16WA180,2016-05-02,"Sao Paulo, Brazil",Brazil,235328S,0462529W,,,Fatal,Substantial,Helicopter,PR-RCA,robinson,R22,No,1.0,Reciprocating,NUSN,,Instructional,AGD Aviation,2.0,0.0,0.0,0.0,,Unknown,,25-09-2020,2.0
74248,20160505X05345,Accident,GAA16CA213,2016-05-04,"Troutdale, OR",United States,045330N,0122241W,TTD,PORTLAND-TROUTDALE,Non-Fatal,Substantial,Helicopter,N227SH,robinson,R22,No,1.0,Reciprocating,091,,Instructional,Hillsboro Aero Academy LLC.,0.0,2.0,0.0,0.0,VMC,Unknown,"The flight instructor's failure to monitor outside the helicopter during hover flight, which resulted in a collision with terrain and rollover.",25-09-2020,2.0
74251,20160505X02315,Accident,ANC16LA022,2016-05-05,"Juneau, AK",United States,582848N,1341232W,,,Non-Fatal,Substantial,Helicopter,N194EH,airbus,AS350,No,1.0,Turbo Shaft,091,,Other Work Use,ERA HELICOPTERS LLC,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to maintain terrain clearance while on approach to land in flat light conditions. Contributing to the severity of the pilot's injuries was the inadequately restrained internal cargo, which shifted forward during the impact and struck the pilot and/or the pilot's seat.",25-09-2020,1.0
74261,20160507X31120,Accident,ANC16FA023,2016-05-07,"Skagway, AK",United States,059271N,1351220W,,,Fatal,Substantial,Helicopter,N94TH,airbus,AS350,No,1.0,Turbo Shaft,091,,Other Work Use,"TEMSCO HELICOPTERS, INC.",1.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's decision to continue visual flight into an area of instrument meteorological conditions, which resulted in the pilot experiencing a loss of visual reference and subsequent controlled flight into terrain. Contributing to the accident were the pilot's self-induced pressure to complete the flight and the operator's failure to maintain operational control over the flight.",25-09-2020,1.0
74266,20160511X23030,Accident,WPR16LA104,2016-05-07,"Maxwell, CA",United States,391737N,0122155W,,,Non-Fatal,Substantial,Helicopter,N486SA,bell,UH 1B,No,1.0,Turbo Shaft,137,,Aerial Application,Jones Flying Service,0.0,0.0,0.0,1.0,VMC,Unknown,"A reduction in available engine power during takeoff due to a stuck hot air valve, which resulted in low rotor rpm and a forced landing. Contributing to the accident was the lack of dry film lubricant and the presence of corrosion on the hot air valve assembly, which resulted in the sticking of the valve.",25-09-2020,0.0
74283,20160516X00545,Accident,CEN16LA182,2016-05-13,"Portia, AR",United States,036432N,0091340W,,,Fatal,Substantial,Helicopter,N48316,bell,47G 3B 1,No,1.0,Turbo Shaft,137,,Aerial Application,HAMMOCK FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's decision to perform a sliding takeoff from the elevated platform, which resulted in a dynamic rollover when the right skid plate caught on a protruding screw. Contributing to the accident was the pilot's failure to adequately inspect the landing platform before flight.",25-09-2020,0.0
74329,20160524X71954,Accident,GAA16CA258,2016-05-21,"Waitsburg, WA",United States,461415N,0118821W,,,Non-Fatal,Substantial,Helicopter,N543SD,bell,OH 58,No,1.0,Turbo Shaft,137,,Aerial Application,WILBUR-ELLIS CO,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain clearance from the power line during low reconnaissance flight, which resulted in a power line strike, loss of control, and a subsequent hard landing.",25-09-2020,0.0
74355,20160607X23848,Accident,GAA16CA283,2016-05-28,"Spring Branch, TX",United States,029309N,0981438W,1T7,KESTREL AIRPARK,Non-Fatal,Substantial,Helicopter,N921ES,robinson,R44,No,1.0,Reciprocating,091,,Personal,FLYING HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain helicopter control while hovering in gusting tailwind conditions, resulting in  the tailboom striking a light pole and impact with terrain.",25-09-2020,0.0
74377,20160606X54753,Accident,GAA16CA279,2016-06-02,"Las Vegas, NV",United States,361233N,1151143W,VGT,NORTH LAS VEGAS,Non-Fatal,Substantial,Helicopter,N441JL,robinson,R44,No,1.0,Reciprocating,091,,Instructional,702 HELICOPTER INC.,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot receiving instruction's incorrect action of interfering with the flight controls and failure to comply with the flight instructor's commands, which resulted in a loss of lateral bank control and a rollover.",25-09-2020,0.0
74380,20160603X45936,Accident,ERA16LA202,2016-06-03,"Mountain City, TN",United States,362829N,0814817W,,,Non-Fatal,Substantial,Helicopter,N4999,bell,407,No,1.0,Turbo Shaft,135,NSCH,,PHI AIR MEDICAL,0.0,1.0,0.0,3.0,VMC,Unknown,"An incorrect and unapproved repair of the engine compressor diffuser performed by a machinist at a repair facility, which resulted in failure of the compressor diffuser aft plate and a partial loss of engine power.",25-09-2020,1.0
74401,20160608X50633,Accident,GAA16CA290,2016-06-07,"Beaumont, TX",United States,003007N,0941038W,,,Non-Fatal,Substantial,Helicopter,N38SL,robinson,R66,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The non-pilot owner's decision to start the helicopter while awaiting the pilot's arrival, which resulted in a loss of yaw control and a rollover.",25-09-2020,0.0
74403,20160609X45739,Accident,GAA16CA296,2016-06-07,"Cahokia/St. Louis, IL",United States,383413N,0090918W,CPS,ST LOUIS DOWNTOWN,Non-Fatal,Substantial,Helicopter,N931SH,robinson,R22,No,1.0,Reciprocating,091,,Business,MY SKY LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The flight instructor's delayed remedial action and his failure to remain vigilant as the helicopter entered the weathercock stability region, in gusting wind conditions, resulting in loss of tail rotor effectiveness and ground impact.",25-09-2020,0.0
74404,20160609X70225,Accident,GAA16CA297,2016-06-07,"Chireno, TX",United States,031341N,0942021W,,,Non-Fatal,Substantial,Helicopter,N41407,robinson,R44,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's selection of unsuitable terrain for landing, which resulted in the helicopter rolling over during landing, and substantial damage to the tail boom.",25-09-2020,0.0
74408,20160609X31844,Accident,GAA16CA293,2016-06-08,"Hastings, MN",United States,044397N,0925158W,,,Non-Fatal,Substantial,Helicopter,N25LB,bell,47G,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to attain a positive rate of climb during takeoff from a service truck, which resulted in an impact with terrain and substantial damage to the tail boom and fuselage.",25-09-2020,0.0
74417,20160610X14116,Accident,CEN16LA213,2016-06-09,"Laureles, TX",United States,026633N,0972939W,,,Non-Fatal,Substantial,Helicopter,N6203N,bell,47G 5,No,1.0,Reciprocating,137,,Aerial Application,HENDRICKSON FLYING SERVICE INC,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's failure to apply additional engine power when he applied collective input, which led to a loss of rotor speed and the exceedance of the helicopters performance capability.",25-09-2020,1.0
74437,20160612X85856,Accident,CEN16FA215,2016-06-12,"Jonesboro, AR",United States,354935N,0903257W,23AR,CLASSIC AIRSTRIP,Fatal,Destroyed,Helicopter,N789MR,robinson,R44 II,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain helicopter control during takeoff. Contributing to the accident was the pilot's impairment due to his combined use of alcohol and diphenhydramine, which led to his improper decision to fly after drinking alcohol and degraded his ability to maintain control of the helicopter.",25-09-2020,1.0
74447,20160614X83429,Accident,GAA16CA318,2016-06-13,"Ajo, AZ",United States,032745N,0113299W,,,Non-Fatal,Substantial,Helicopter,N372HS,eurocopter,EC120,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,DEPARTMENT OF HOMELAND SECURITY,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's decision to exit the helicopter with the engine and rotors turning and the selection of unsuitable terrain for a landing, which resulted in a roll over.",25-09-2020,0.0
74449,20160615X64926,Accident,WPR16LA125,2016-06-14,"Bishop, CA",United States,371940N,1182350W,BIH,BISHOP,Non-Fatal,Substantial,Helicopter,N1076Y,bell,206,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots improper preflight weather planning, fuel planning, and fuel management, which resulted in fuel starvation and a loss of engine power. Contributing to the severity of the accident was the pilot's initiation of the landing flare at a high altitude, which led to a subsequent hard landing.
",25-09-2020,0.0
74461,20160618X24627,Accident,ERA16LA216,2016-06-17,"Chatham, MA",United States,414250N,0695858W,,,Non-Fatal,Substantial,Helicopter,N141TM,robinson,R44,No,1.0,Reciprocating,091,,Aerial Observation,RYAN ROTORS INC,0.0,0.0,2.0,0.0,VMC,Unknown,"The inadequate maintenance of the lower forward clutch actuator bearing for a prolonged period of time, which resulted in a bearing failure. Contributing to the accident was an erroneous maintenance entry, which resulted in the helicopter being operated beyond its mandatory airframe overhaul time.",25-09-2020,2.0
74466,20160623X22855,Accident,GAA16LA325,2016-06-17,"Brainerd, MN",United States,461852N,0943214W,,,Non-Fatal,Substantial,Helicopter,N155NR,md,369E,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,Minnesota Department of Natural Resources,0.0,0.0,0.0,2.0,VMC,Unknown,"The failure of the helicopters windscreen for reasons that could not be determined based on the available information, which resulted in substantial damage to the main rotor blades and horizontal stabilizer.
",25-09-2020,0.0
74469,20160623X83406,Accident,GAA16CA328,2016-06-17,"McAllen, TX",United States,261037N,0981428W,MFE,MC ALLEN MILLER INTL,Non-Fatal,Substantial,Helicopter,N4035W,airbus,AS350,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,US DEPARTMENT OF HOMELAND SECURITY,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadvertent input of the right tail rotor pedal, which resulted in a loss of directional control and an impact with service equipment.",25-09-2020,0.0
74489,20160628X70613,Accident,GAA16CA339,2016-06-21,"Princeton, CA",United States,392418N,0122057W,,,Non-Fatal,Substantial,Helicopter,N941BD,hughes,269B,No,1.0,Reciprocating,091,,Positioning,,0.0,1.0,0.0,0.0,VMC,Unknown,"The uncertificated pilot's failure to maintain pitch and directional control, which resulted in an impact with terrain and a rollover.",25-09-2020,1.0
74497,20160624X83720,Accident,WPR16FA130,2016-06-23,"Wikieup, AZ",United States,342740N,0113410W,,,Fatal,Destroyed,Helicopter,N117TW,robinson,R66,No,1.0,Turbo Shaft,091,,Positioning,,2.0,0.0,0.0,0.0,VMC,Unknown,An encounter with turbulence due to updrafts and/or dust devils that resulted in mast bumping and an in-flight break-up.,25-09-2020,2.0
74517,20160705X35534,Accident,ERA16WA240,2016-06-26,"Jundiai, Brazil",Brazil,231657S,0046504W,,,Fatal,Destroyed,Helicopter,PR-CBB,bell,407,No,1.0,Turbo Shaft,,,,,5.0,0.0,0.0,0.0,Unk,Unknown,,25-09-2020,5.0
74521,20160630X70958,Incident,CEN16IA238,2016-06-27,"Zeeland, MI",United States,424834N,0855854W,Z98,Ottawa Executive,Non-Fatal,Minor,Helicopter,N518EG,enstrom,280,No,1.0,Reciprocating,091,,Instructional,BLUE SUN AIR LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"The exhaust band clamp failure, which resulted in an engine fire due to hot exhaust gases entering the engine compartment. ",25-09-2020,0.0
74524,20160628X23537,Accident,WPR16LA132,2016-06-28,"El Centro, CA",United States,032458N,1152754W,,,Non-Fatal,Substantial,Helicopter,N8325X,robinson,R44,No,1.0,Reciprocating,137,,Aerial Application,Custom Ag,0.0,0.0,0.0,1.0,VMC,Unknown,"A loss of main rotor rpm and airframe vibration for reasons that could not be determined based on the available information, which resulted in a forced landing to sloping terrain and the helicopter rolling over.",05-05-2021,0.0
74546,20160706X41619,Accident,GAA16CA363,2016-07-01,"Cullman, AL",United States,034163N,0865131W,CMD,CULLMAN RGNL-FOLSOM FIELD,Non-Fatal,Substantial,Helicopter,N9658F,hughes,269C,No,1.0,Reciprocating,091,,Instructional,WALLACE STATE COLLEGE,0.0,0.0,0.0,2.0,VMC,Unknown,"The helicopter flight instructor candidate's improper execution of the autorotation, resulting in abnormal ground contact and subsequent damage to the vertical stabilizer and tail rotor drive assembly.",25-09-2020,0.0
74550,20160702X94036,Accident,WPR16LA134,2016-07-02,"Brawley, CA",United States,325941N,0115316W,,,Non-Fatal,Substantial,Helicopter,N6251G,bell,OH 58A,No,1.0,Turbo Shaft,137,,Aerial Application,FARM AVIATION INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The engine's degraded performance due to excessive wear of the engine bleed valve, which prevented it from closing during the accident flight. Contributing to the accident was the operator's failure to overhaul the bleed valve within the manufacturer-recommended interval.",25-09-2020,0.0
74597,20160712X32830,Accident,GAA16CA372,2016-07-10,"Surprise, AZ",United States,333445N,1122455W,,,Non-Fatal,Substantial,Helicopter,N588MP,bell,OH 58,No,1.0,Turbo Shaft,137,,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Unknown,"While at a low altitude, the pilot's decision to do an abrupt descending right downwind turn which resulted in flying through his own vortices and an impact with terrain.",25-09-2020,1.0
74599,20160711X20144,Accident,ERA16LA253,2016-07-11,"Georgetown, DE",United States,384115N,0752133W,GED,DELAWARE COASTAL,Fatal,Unknown,Helicopter,N1SP,bell,429,No,2.0,Turbo Shaft,PUBU,,Public Aircraft - State,STATE OF DELAWARE,1.0,0.0,0.0,3.0,VMC,Unknown,"The emergency response team's failure to ensure that the system operator was secured to the helicopter, which resulted in his fall during the recurrent rescue hoist training operation.",25-09-2020,1.0
74600,20160711X32921,Accident,ERA16FA248,2016-07-11,"Hickory, KY",United States,365258N,0884044W,NONE,Gravel Lot,Fatal,Substantial,Helicopter,N427TV,bell,407,No,1.0,Turbo Shaft,091,,Business,TENNESSEE VALLEY AUTHORITY,1.0,0.0,0.0,0.0,VMC,Unknown,"Company maintenance personnel's inappropriate removal without replacement of the safety wires on the collective lever pin screws during a recent maintenance inspection, which resulted in the screws backing out and led to a loss of collective control in flight.",25-09-2020,1.0
74616,20160719X94831,Accident,ERA16LA261,2016-07-16,"Calhoun, GA",United States,342719N,0845621W,CZL,Tom B David Field Airport,Non-Fatal,Substantial,Helicopter,N6148D,schweizer,269C,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The helicopter owners failure to ensure the helicopters airworthiness and the inadequate inspection and maintenance of the helicopter's landing gear dampers, which resulted in ground resonance during throttle application. Contributing to the damage of the helicopter were the improper actions of the pilots after encountering ground resonance.",25-09-2020,0.0
74621,20160718X32942,Accident,WPR16LA142,2016-07-17,"Mt. Adams, WA",United States,046956N,1212939W,,,Non-Fatal,Substantial,Helicopter,N790RJ,bell,UH 1H,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,KING COUNTY SHERIFFS OFFICE,0.0,0.0,0.0,8.0,VMC,Unknown,"The pilots failure to maintain yaw control as he slowed the helicopter during a landing approach, which resulted in the loss of helicopter control due to the loss of tail rotor effectiveness.
",25-09-2020,0.0
74653,20160728X04833,Accident,CEN16LA289,2016-07-22,"Lake Mills, IA",United States,432315N,0933718W,,,Non-Fatal,Substantial,Helicopter,N288NS,bell,OH 58A,No,1.0,Turbo Shaft,137,,Aerial Application,NORTH STAR HELICOPTER INC,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's inadequate visual lookout, which resulted in a wire strike.",25-09-2020,1.0
74668,20160726X85117,Accident,CEN16LA284,2016-07-25,"Minonk, IL",United States,404958N,0088588W,,,Non-Fatal,Substantial,Helicopter,N10009,texas,OH 13H/M74A,No,1.0,Reciprocating,137,,Aerial Application,HENDRICKSON FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,Failure of the truck driver to ensure that he had adequate clearance to pass under the helicopter and the failure of the loader to park in a safer area for reloading operations.,25-09-2020,0.0
