,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
81958,20180720X93110,Accident,WPR18FA200,2018-07-20,"Sheboygan, WI",United States,434539N,0087506W,SBM,SHEBOYGAN COUNTY MEMORIAL,Fatal,Destroyed,Airplane,N747J,de,DH112 VENOM,No,1.0,Turbo Jet,091,,Personal,World Heritage Air Museum,1.0,0.0,0.0,0.0,VMC,Unknown,"The airplane's encounter with wake turbulence from the lead airplane in the formation flight, which resulted in a compressor stall and the airplane's subsequent inability to climb.




",25-09-2020,1.0
81974,20180724X92617,Accident,GAA18CA435,2018-07-23,"Tulsa, OK",United States,361156N,0095532W,TUL,TULSA INTL,Non-Fatal,Substantial,Airplane,N866VP,cessna,560,No,2.0,Turbo Fan,091,,Positioning,"Burgess Aircraft Management, LLC",0.0,0.0,0.0,2.0,VMC,Unknown,The airplanes collision with a bird during approach.,25-09-2020,0.0
81976,20180809X34644,Accident,CEN18WA324,2018-07-23,"Cork, Ireland",Ireland,515029N,0082928W,,,Non-Fatal,Substantial,Airplane,N752TX,cessna,750,No,2.0,Turbo Fan,NUSN,,Business,Textron Inc,0.0,0.0,0.0,8.0,,Unknown,,25-09-2020,0.0
81978,20200619X60815,Accident,DCA18CA316,2018-07-23,"West Palm Beach, FL",United States,264059N,0080544W,,,Non-Fatal,Unknown,Airplane,N328NB,airbus,A319,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,1.0,1.0,132.0,VMC,Unknown,An inadvertent encounter with convective turbulence.,08-06-2021,2.0
81992,20180726X70057,Accident,GAA18CA447,2018-07-26,"Iowa, LA",United States,301328N,0009301W,LA71,O'Brien Flying Service,Non-Fatal,Substantial,Airplane,N254LA,air,AT502,No,1.0,Turbo Shaft,137,,Aerial Application,Obrien's Flying Service Inc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control during the landing roll. 

",25-09-2020,0.0
81995,20180726X93340,Accident,ERA18TA203,2018-07-26,"Lecanto, FL",United States,285244N,0822941W,,,Non-Fatal,Substantial,Airplane,N717X,beech,C90,No,2.0,Turbo Prop,091,,Personal,Lilsa Ka Llc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to turn on the fuel transfer pumps in accordance with the published checklists, which resulted in a dual loss of engine power due to fuel starvation. ",25-09-2020,0.0
82002,20180727X04921,Accident,DCA18CA252,2018-07-27,"Portsmouth, NH",United States,043441N,0704924W,PSM,Portsmouth Intl At Pease,Non-Fatal,Substantial,Airplane,N641GT,boeing,767,No,2.0,Turbo Fan,121,NSCH,,Atlas Air Inc,0.0,0.0,0.0,250.0,VMC,Unknown,an improper landing flare technique and the lack of the appropriate bounced landing recovery procedure.,08-06-2021,0.0
82024,20180804X33111,Accident,ERA18WA209,2018-07-29,"Sao Paulo, Brazil",Brazil,233033S,0463816W,SBMT,Sao Paulo Campo Marte Airport,Fatal,Destroyed,Airplane,PP-SZN,beech,90,No,2.0,Turbo Prop,NUSN,,Personal,,1.0,0.0,6.0,0.0,,Unknown,,25-09-2020,7.0
82031,20180808X32218,Accident,GAA18CA476,2018-07-30,"Louise, MS",United States,033159N,0903722W,PVT,PVT,Non-Fatal,Substantial,Airplane,N205SK,air,AT502,No,1.0,Turbo Prop,137,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's improper landing flare, which resulted in a hard, bounced landing and a subsequent loss of directional control.  
",25-09-2020,0.0
82036,20180816X41010,Accident,DCA18CA266,2018-07-31,"Philadelphia, PA",United States,395228N,0751433W,KPHL,Philadelphia Int'l,Non-Fatal,Substantial,Airplane,N192AN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,181.0,VMC,Unknown,"The captain's improper control of the airplane during the landing flare.
 ",08-06-2021,0.0
82038,20180802X75952,Accident,GAA18CA475,2018-08-01,"Wilmington, NC",United States,341335N,0775641W,,,Non-Fatal,Substantial,Airplane,N557AP,beech,B300,No,2.0,Turbo Prop,091,,Business,Atlantic Transportation Of Wilmington Ll,0.0,0.0,0.0,6.0,VMC,Unknown,"The airplanes collision with a bird during approach.
",25-09-2020,0.0
82042,20180806X53930,Incident,DCA18WA258,2018-08-01,"Pardubice, Czech Republic",Czech Republic,,,,,,Unknown,Airplane,N624XA,boeing,737,No,2.0,Turbo Fan,135,,,Swift Air,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
82080,20180823X95421,Accident,WPR18WA235,2018-08-08,"Diatar, Mauritania",Mauritania,,,,,Fatal,Destroyed,Airplane,F-GOKZ,ayres,S2R,No,1.0,Turbo Prop,NUSC,,,,1.0,0.0,0.0,0.0,,Unknown,,25-09-2020,1.0
82102,20180812X92421,Accident,WPR18FA220,2018-08-11,"Steilacoom, WA",United States,047853N,1223815W,,,Fatal,Destroyed,Airplane,N449QX,de,DHC8,No,2.0,Turbo Prop,UNK,,,Horizon Air Industries Inc,1.0,0.0,0.0,0.0,VMC,Unknown,"The NTSB did not determine the probable cause of this event and does not plan to issue an investigative report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.

 
",25-09-2020,1.0
82103,20180813X11107,Incident,DCA18IA265,2018-08-11,"Philadelphia, PA",United States,039570N,0751014W,,,Non-Fatal,Unknown,Airplane,N619A,gulfstream,G IV,No,2.0,Turbo Fan,135,NSCH,,Pegasus Elite Aviation,0.0,0.0,0.0,7.0,,Unknown,,25-09-2020,0.0
82114,20180905X90334,Accident,DCA18CA283,2018-08-13,"Los Angeles, CA",United States,335629N,1182430W,LAX,Los Angeles International,Non-Fatal,Substantial,Airplane,N204HA,airbus,A321-271N,No,2.0,Turbo Fan,121,SCHD,,Hawaiian Airlines Inc,0.0,0.0,0.0,197.0,VMC,Unknown,"a tailstrike caused by inappropriate recovery technique after a bounced landing.  Contributing to the accident was the failure of the radio altimeter, caused by the approach being over calm/flat water, that was not recognized by the flight crew.",03-06-2021,0.0
82117,20180814X14134,Accident,WPR18LA222,2018-08-14,"Northport, WA",United States,485849N,0011814W,,,Non-Fatal,Substantial,Airplane,N397AS,air,AT802,No,1.0,Turbo Prop,PUBU,,Public Aircraft - Local,,0.0,0.0,1.0,0.0,,Unknown,,25-09-2020,1.0
82141,20180818X94918,Accident,CEN18FA339,2018-08-18,"Bronson, MI",United States,415035N,0008579W,,,Fatal,Destroyed,Airplane,N502RL,air,AT502,No,1.0,Turbo Prop,137,,Aerial Application,LUTES FLYING SERVICE INC,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain airspeed while maneuvering, which resulted in exceedance of the airplane's critical angle of attack, an aerodynamic stall, and loss of control at an altitude too low for recovery.",25-09-2020,1.0
82151,20180904X20845,Incident,DCA18WA280,2018-08-18,"Los Cabos, Mexico",Mexico,,,,,,Unknown,Airplane,N337PJ,boeing,737,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
82156,20190222X90048,Accident,DCA18WA314,2018-08-19,"Callao, Peru",Peru,,,,,Non-Fatal,Substantial,Airplane,N404AV,de,DHC8,No,2.0,Turbo Prop,NUSC,SCHD,,Lc Busre,0.0,0.0,0.0,64.0,,Unknown,,26-09-2020,0.0
82165,20180904X15812,Incident,DCA18WA279,2018-08-20,"Guadalajara, Mexico",Mexico,,,,,,Unknown,Airplane,N520AM,boeing,737,No,2.0,Turbo Fan,NUSC,SCHD,,Aeromexico,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
82210,20180828X00933,Accident,GAA18CA529,2018-08-28,"Hartford, CT",United States,414415N,0723855W,HFD,HARTFORD-BRAINARD,Non-Fatal,Substantial,Airplane,N178DB,piper,PA46,No,1.0,Turbo Prop,091,,Business,Prm Enterprises Inc,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilots unstabilized approach and hard landing, which resulted in a nose landing gear collapse.",25-09-2020,0.0
82233,20180901X04008,Accident,ERA18FA240,2018-09-01,"Covington, TN",United States,353511N,0893442W,M04,Covington Muni,Fatal,Destroyed,Airplane,N815EY,lance,JETEZ,Yes,1.0,Turbo Jet,091,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The improper manufacture of the left wing, which resulted in a left wing flutter event and failure at low altitude and high speed.",25-09-2020,1.0
82257,20180903X10522,Accident,GAA18CA528,2018-09-03,"Burbank, CA",United States,034122N,1182131W,BUR,Bob Hope,Non-Fatal,Substantial,Airplane,N97WC,beech,200,No,2.0,Turbo Prop,091,,Positioning,"West Coast Charters, Inc",0.0,0.0,0.0,1.0,VMC,Unknown,The flight instructor's and pilot receiving instruction's failure to maintain clearance from a tree while taxiing.,25-09-2020,0.0
82279,20180907X10419,Accident,DCA18LA285,2018-09-06,"New York, NY",United States,040452N,0735958W,,,Non-Fatal,Unknown,Airplane,N173AN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,1.0,112.0,,Unknown,,25-09-2020,1.0
82281,20180913X21320,Incident,ENG18IA036,2018-09-06,"Atlanta, GA",United States,033450N,0842325W,,,,Minor,Airplane,N668DN,boeing,757,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
82293,20180910X84852,Accident,GAA18CA544,2018-09-09,"Denver, CO",United States,395432N,0010572W,BJC,ROCKY MOUNTAIN METROPOLITAN,Non-Fatal,Substantial,Airplane,N514RH,halladay,LOCKHEED,No,1.0,Turbo Jet,091,,Positioning,T-33 Aviation Llc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to verify that the emergency canopy release was in the correct position when opening the canopy during landing, which resulted in the canopy separating from the airplane and subsequently impacting the empennage. ",25-09-2020,0.0
82342,20180921X73852,Accident,GAA18CA563,2018-09-21,"Napoleon, ND",United States,046316N,0994555W,,,Non-Fatal,Substantial,Airplane,N968JB,air,AT802,No,1.0,Turbo Prop,137,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots failure to maintain clearance from a power line pole during an agricultural application flight.
",25-09-2020,1.0
82350,20181029X14552,Incident,CEN18RA397,2018-09-22,"Zurich, Eswatini",Eswatini,472728N,0083255E,LSZH,Zurich,Non-Fatal,Minor,Airplane,N474CG,cirrus,SF50,No,1.0,Turbo Jet,NUSN,,,Aximos-Treuhand,0.0,0.0,0.0,5.0,,Unknown,,25-09-2020,0.0
82359,20181009X10416,Accident,DCA18CA299,2018-09-24,"Newark, NJ",United States,404133N,0074107W,EWR,Newark Liberty Intl,Non-Fatal,Unknown,Airplane,N13113,boeing,757,No,2.0,Turbo Fan,121,SCHD,,United Airlines,0.0,0.0,1.0,176.0,Unk,Unknown,the catering cart striking the flight attendant's foot.,25-09-2020,1.0
82361,20180925X10105,Accident,CEN18FA387,2018-09-25,"Oscoda, MI",United States,044250N,0083299W,KOSC,Oscoda-Wurtsmith Airport,Fatal,Destroyed,Airplane,N241CK,beech,200,No,2.0,Turbo Prop,091,,Business,,1.0,0.0,0.0,0.0,IMC,Unknown,The pilot's descent below minimum descent altitude during the nonprecision instrument approach for reasons that could not be determined based on the available information.,25-09-2020,1.0
82367,20181001X90405,Accident,DCA18CA294,2018-09-26,"Dallas, TX",United States,323238N,0097119W,DFW,Dallas-Fort Worth Intl,Non-Fatal,Unknown,Airplane,N994AN,airbus,A321,No,2.0,Turbo Fan,121,SCHD,,AMERICAN AIRLINES INC,0.0,0.0,1.0,185.0,VMC,Unknown,a passenger leaving a bag in the aisle that the flight attendant tripped over.,25-09-2020,1.0
82369,20180927X41915,Accident,ERA18FA264,2018-09-27,"Greenville, SC",United States,345022N,0822055W,GMU,Greenville Downtown,Fatal,Substantial,Airplane,N114TD,dassault,FALCON 50,No,3.0,Turbo Fan,135,NSCH,,Air America Flight Services INC,2.0,0.0,2.0,0.0,VMC,Unknown,"The operator's decision to allow a flight in an airplane with known, unresolved maintenance discrepancies, and the flight crew's failure to properly configure the airplane in a way that would have allowed the emergency or parking brake systems to stop the airplane during landing.",25-09-2020,4.0
82401,20181010X84616,Accident,ANC19CA002,2018-10-03,"Gambell, AK",United States,634622N,0171445W,GAM,Gambell,Non-Fatal,Substantial,Airplane,N575Q,beech,1900,No,2.0,Turbo Prop,135,SCHD,,Hageland Aviation,0.0,0.0,0.0,9.0,IMC,Unknown,"The pilots unstabilized approach and improper landing flare, which resulted in a hard landing.",25-09-2020,0.0
82425,20181009X31826,Accident,GAA19CA010,2018-10-08,"Crowley, LA",United States,030318N,0921445W,PVT,Private,Non-Fatal,Substantial,Airplane,N1500E,air,AT 402,No,1.0,Turbo Prop,137,,Aerial Application,Leleuxs Flying Service Inc.,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's selection of unsuitable terrain for takeoff, which resulted in a collision with vegetation and a subsequent loss of directional control.

",25-09-2020,0.0
82437,20181012X11804,Accident,DCA19CA006,2018-10-11,"San Jose, CA",United States,037200N,0121540W,,,Non-Fatal,Unknown,Airplane,N734SA,boeing,737,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,1.0,121.0,VMC,Unknown,,,1.0
82442,20181012X14551,Accident,CEN19FA003,2018-10-12,"Placedo, TX",United States,284221N,0964816W,PVT,Private,Fatal,Destroyed,Airplane,N6135P,air,AT502,No,1.0,Turbo Prop,137,,Aerial Application,Coastal Flying Service Inc,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain clearance from the antenna tower, a known obstruction, during the agricultural application flight.  Contributing to the accident was glare from the sun which hindered the pilot's ability to see and avoid the antenna tower.",25-09-2020,1.0
82503,20181025X55256,Accident,ERA19LA026,2018-10-25,"Atlantic Ocean, AO",United States,037386N,0725139W,,,Fatal,Destroyed,Airplane,N555PM,piper,PA31T,No,2.0,Turbo Prop,091,,Personal,Bulldog Flying Club Inc,5.0,0.0,0.0,0.0,VMC,Unknown,"An in-flight loss of control, which resulted in an impact with water, for reasons that could not be determined because the airplane was not recovered.",25-09-2020,5.0
82533,20181102X60501,Accident,GAA19CA061,2018-11-02,"Corvallis, OR",United States,442950N,1231722W,CVO,Corvallis Muni,Non-Fatal,Substantial,Airplane,N850TJ,socata,TBM 700,No,1.0,Turbo Prop,091,,Personal,Skoro Anton T Trustee,0.0,0.0,0.0,4.0,VMC,Unknown,"The pilot's failure to maintain lateral control of the airplane during landing, which resulted in a wing strike. ",25-09-2020,0.0
82564,20181113X04447,Accident,DCA19RA025,2018-11-09,"Georgetown, Guyana",Guyana,,,,,,Unknown,Airplane,N524AT,boeing,757,No,2.0,Turbo Fan,NUSC,SCHD,,Fly Jamaica Airways,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
82572,20181112X51649,Accident,ERA19LA043,2018-11-12,"Myrtle Beach, SC",United States,333837N,0785510W,MYR,Myrtle Beach Intl,Non-Fatal,Substantial,Airplane,N840JC,aero,690,No,2.0,Turbo Prop,091,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,,25-09-2020,1.0
82597,20181119X83401,Accident,CEN19FA030,2018-11-18,"Harmon, ND",United States,046472N,1004550W,,,Fatal,Destroyed,Airplane,N441CX,cessna,441,No,2.0,Turbo Prop,091,,Positioning,,3.0,0.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain control of the airplane in dark night conditions that resulted in an in-flight positive overload failure of the wings and the subsequent in-flight breakup of the airplane.,03-12-2020,3.0
82598,20181119X93520,Accident,ERA19LA086,2018-11-18,"Petersburg, WV",United States,385944N,0079845W,W99,Grant County Airport,Non-Fatal,Substantial,Airplane,N88VZ,piper,PA46,No,1.0,Turbo Prop,091,,Personal,,0.0,0.0,0.0,3.0,VMC,Unknown,,26-09-2020,0.0
82615,20181124X14130,Incident,WPR19IA030,2018-11-24,"Bakersfield, CA",United States,035261N,0119316W,BFL,Meadows Field,Non-Fatal,Unknown,Airplane,N781FE,cessna,208,No,1.0,Turbo Prop,135,NSCH,,"West Air, Inc.",0.0,1.0,0.0,0.0,,Unknown,,25-09-2020,1.0
82625,20181128X42306,Accident,GAA19CA078,2018-11-28,"Americus, GA",United States,032223N,0841739W,,,Non-Fatal,Substantial,Airplane,N843WA,air,AT 502,No,1.0,Turbo Prop,137,,Aerial Application,Souther Field Aviation Inc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to see and avoid a power line during an agricultural application flight.

",25-09-2020,0.0
82628,20181128X85901,Accident,GAA19CA079,2018-11-28,"Mesa, AZ",United States,331828N,1113920W,IWA,PHOENIX-MESA GATEWAY,Non-Fatal,Minor,Airplane,N552TC,pilatus,PC12,No,1.0,Turbo Prop,091,,Personal,Daylight Nightlight Ez Flight Llc,0.0,0.0,0.0,7.0,VMC,Unknown,The pilot's failure to follow the air traffic controllers instructions and his subsequent failure to maintain adequate lookout to see and avoid the other airplane on the taxiway.  ,25-09-2020,0.0
82638,20181130X31617,Accident,CEN19FA036,2018-11-30,"Memphis, IN",United States,382831N,0854840W,,,Fatal,Destroyed,Airplane,N525EG,cessna,525,No,2.0,Turbo Fan,091,,Business,Estoair Llc,3.0,0.0,0.0,0.0,IMC,Unknown,"The asymmetric deployment of the left wing load alleviation system for undetermined reasons, which resulted in an in-flight upset from which the pilot was not able to recover.",22-12-2021,3.0
82639,20181130X80724,Accident,CEN19LA039,2018-11-30,"Fargo, ND",United States,465514N,0964857W,FAR,Hector International,Non-Fatal,Substantial,Airplane,N941JM,cessna,550,No,2.0,Turbo Jet,091,,Business,,0.0,9.0,0.0,2.0,IMC,Unknown,"The pilot's failure to lower the flaps during the approach and maintain sufficient airspeed while flying in instrument meteorological and icing conditions and the accumulation of ice on the wings leading edges, which resulted in the exceedance of the airplanes critical angle of attack and subsequent aerodynamic stall. Contributing to the accident was the pilots lack of proper qualification to operate the airplane under a single-pilot exemption due to his lack of total turbine time, which led to task saturation and his failure to properly configure the flaps for landing.",25-09-2020,9.0
82655,20181206X45642,Incident,DCA19IA036,2018-12-06,"Burbank, CA",United States,341124N,1181727W,,,Non-Fatal,Unknown,Airplane,N752SW,boeing,737,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,0.0,117.0,,Unknown,,25-09-2020,0.0
82659,20181209X95930,Accident,ERA19LA061,2018-12-08,"Myerstown, PA",United States,040218N,0761947W,9D4,Deck,Non-Fatal,Substantial,Airplane,N731LT,cessna,P210,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,1.0,0.0,,Unknown,,25-09-2020,1.0
82662,20190129X31515,Incident,ENG19WA011,2018-12-10,"Jaipur, India",India,,,,,,Unknown,Airplane,VT-ITR,airbus,A320,No,2.0,Turbo Fan,NUSC,SCHD,,Indigo,0.0,0.0,0.0,0.0,,Unknown,,26-09-2020,0.0
82679,20181220X61418,Accident,ERA19LA073,2018-12-15,"Key West, FL",United States,243322N,0814513W,EYW,KEY WEST INTL,Non-Fatal,Substantial,Airplane,N55FN,learjet,35,No,2.0,Turbo Fan,091,,Positioning,Medway Air Ambulance,0.0,0.0,0.0,4.0,,Unknown,,25-09-2020,0.0
82692,20181220X31531,Accident,ERA19FA071,2018-12-20,"Atlanta, GA",United States,334726N,0842942W,FTY,Fulton County Airport-Brown Fi,Fatal,Destroyed,Airplane,N188CW,cessna,560,No,2.0,Turbo Fan,091,,Personal,Chen Aircrafts Llc,4.0,0.0,0.0,0.0,IMC,Unknown,The pilot's loss of airplane control due to spatial disorientation during initial climb in instrument meteorological conditions.,25-09-2020,4.0
82719,20181231X63848,Accident,DCA19CA066,2018-12-31,"Charlotte, NC",United States,351249N,0805656W,KCLT,Charlotte Douglas,,Substantial,Airplane,N938UW,boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0.0,0.0,0.0,0.0,IMC,Unknown,an inadvertent loss of airspeed and increased pitch attitude prior to touchdown.,26-09-2020,0.0
82730,20190129X21012,Incident,ENG19WA010,2019-01-03,"Chennai, India",India,,,,,,Unknown,Airplane,VT-ITW,airbus,A320,No,2.0,Turbo Fan,NUSC,SCHD,,Indigo,0.0,0.0,0.0,0.0,,Unknown,,26-09-2020,0.0
82739,20190108X15531,Accident,WPR19LA058,2019-01-07,"Colusa, CA",United States,039911N,0122112W,O08,COLUSA COUNTY,Fatal,Destroyed,Airplane,N100JB,beech,A36,No,1.0,Turbo Prop,091,,Personal,,2.0,0.0,0.0,0.0,IMC,Unknown,The pilot's loss of airplane control due to spatial disorientation shortly after takeoff in instrument meteorological conditions.,11-12-2020,2.0
82747,20190112X63300,Accident,CEN19LA054,2019-01-12,"Uvalde, TX",United States,292741N,0100651W,01TX,Ox Ranch,Non-Fatal,Substantial,Airplane,N813WT,canadair,CL 600 2A12,No,2.0,Turbo Fan,091,,Business,Tw 601-C Investment Llc,0.0,0.0,0.0,9.0,VMC,Unknown,"The airplanes encounter with wind shear on short final approach to the runway, which resulted in a hard landing and fracture of the right main landing gear.
",26-09-2020,0.0
82769,20190121X14953,Accident,CEN19LA056,2019-01-21,"Kidron, OH",United States,404520N,0814637W,OH22,Stoltzfus Airfield,Fatal,Substantial,Airplane,N467KS,douglas,DC3C,No,2.0,Turbo Prop,091,,Positioning,AFM Hardware Inc,2.0,0.0,0.0,0.0,VMC,Unknown,"The loss of airplane control after an engine flameout and auto-feather system interruption during the takeoff climb, which resulted in an impact with terrain.",26-09-2020,2.0
82772,20190129X14158,Incident,ENG19WA009,2019-01-21,"Lucknow, India",India,,,,,,Unknown,Airplane,VT-ITQ,airbus,A320,No,2.0,Turbo Fan,NUSC,SCHD,,Indigo,0.0,0.0,0.0,0.0,,Unknown,,26-09-2020,0.0
82799,20190130X94935,Accident,DCA19LA070,2019-01-29,"Tuscaloosa, AL",United States,331312N,0873636W,KTCL,Tuscaloosa Regional Airport,Non-Fatal,Substantial,Airplane,N720CK,boeing,727 200,No,3.0,Turbo Fan,121,NSCH,,Kalitta Charters Ii Llc,0.0,0.0,0.0,4.0,VMC,Unknown,the captain's decision to continue the landing with an unsafe gear indication.,26-09-2020,0.0
82816,20190214X91846,Incident,ENG19WA012,2019-02-06,"Lahore, Pakistan",Pakistan,,,,,,Unknown,Airplane,VNA-621,airbus,A321,No,2.0,Turbo Fan,NUSC,NSCH,,Vietnam Airlines,0.0,0.0,0.0,0.0,,Unknown,,26-09-2020,0.0
82831,20190211X15851,Accident,CEN19LA090,2019-02-11,"Richmond, IN",United States,039453N,0084518W,RID,Richmond Muni,Non-Fatal,Substantial,Airplane,N750TA,beech,400,No,2.0,Turbo Fan,091,,Business,"Stein's Aircraft Services, LLC",0.0,0.0,0.0,3.0,IMC,Unknown,"The flight crew's decision to continue an unstable approach under conditions that exceeded the airplane's landing performance capabilities, which resulted in a runway overrun and impact with terrain.",06-05-2021,0.0
82850,20190306X80709,Accident,DCA19CA091,2019-02-18,"Franklin, TN",United States,035545N,0865726W,,,Non-Fatal,Unknown,Airplane,N3730B,boeing,737,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines Inc,0.0,1.0,1.0,143.0,IMC,Unknown,an encounter with convective turbulence during descent.,03-06-2021,2.0
82857,20190222X84313,Incident,ENG19IA013,2019-02-21,"Orlando, FL",United States,282553N,0811830W,,,Non-Fatal,Unknown,Airplane,N30401,boeing,737,No,2.0,Turbo Fan,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,181.0,Unk,Unknown,"A No. 1 (left) engine high pressure compressor stage 2 blade separation. The blade separated due to a mixed-mode fatigue crack that originated on a blade disk post and was initiated by a misaligned (out-of-schedule) high pressure compressor stage 1 variable stator vane that was missing a washer and retaining nut on the vane trunnion stem.

 

 

 
",26-09-2020,0.0
82868,20190223X60222,Accident,DCA19MA086,2019-02-23,"Trinity Bay, TX",United States,294612N,0943936W,KIAH,George Bush Intercontinental,Fatal,Destroyed,Airplane,N1217A,boeing,767,No,2.0,Turbo Fan,121,NSCH,,Atlas Air,3.0,0.0,0.0,0.0,IMC,Unknown,"The inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain's failure to adequately monitor the airplane's flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry's selection and performance measurement practices, which failed to address the first officer's aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration's failure to implement the pilot records database in a sufficiently robust and timely manner.",15-06-2021,3.0
82879,20190228X04828,Accident,CEN19FA088,2019-02-28,"Shreveport, LA",United States,323255N,0934541W,DTN,Shreveport Downtown,Fatal,Substantial,Airplane,N428CD,piper,PA46,No,1.0,Turbo Prop,091,,Personal,,2.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's conduct of a departure into instrument meteorological conditions (IMC), which resulted in spatial disorientation and subsequent loss of airplane control. Contributing to the accident was the pilot's poor instrument flying skills and his decision to depart into IMC with an unresolved autopilot maintenance issue.",26-09-2020,2.0
82883,20200507X01709,Incident,ENG19WA045,2019-02-28,"Devon, United Kingdom, United Kingdom",United Kingdom,,,,,,Unknown,Airplane,G-FBEJ,embraer,ERJ190,No,2.0,Turbo Fan,NUSC,SCHD,,Flybe Ltd,0.0,0.0,0.0,0.0,,Unknown,,26-09-2020,0.0
82912,20190312X51344,Accident,ERA19TA122,2019-03-09,"Chamblee, GA",United States,335222N,0084182W,PDK,Dekalb-Peachtree,Non-Fatal,Substantial,Airplane,N505GF,gulfstream,GIV,No,2.0,Turbo Fan,091,,Executive/corporate,Waffle House Inc.,0.0,0.0,0.0,14.0,VMC,Unknown,"The flight crews incorrect glidepath and flare to landing, which resulted in a landing area undershoot and the main landing gears collision with the runway threshold.  ",03-12-2020,0.0
82924,20190311X02433,Accident,GAA19CA163,2019-03-11,"PARMA, ID",United States,434644N,1165619W,50S,Parma,Non-Fatal,Substantial,Airplane,N400DQ,air,AT 400A,No,1.0,Turbo Prop,137,,Aerial Application,Oregon Trail Air Service Llc,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control during landing in variable wind conditions, which resulted in the right wing impacting muddy terrain.",26-09-2020,0.0
82931,20190312X50739,Accident,ERA19LA123,2019-03-12,"Latrobe, PA",United States,401623N,0792430W,LBE,Arnold Palmer Rgnl,Non-Fatal,Substantial,Airplane,N945WS,beech,A100,No,2.0,Turbo Prop,091,,Business,,0.0,0.0,0.0,4.0,VMC,Unknown,"A landing gear collapse due to the separation of the actuator pinion bearing support from the actuator, which resulted in the failure of the actuator shaft. 
 ",03-12-2020,0.0
82942,20190322X14036,Accident,ERA19TA133,2019-03-14,"Sanford, FL",United States,284637N,0081146W,SFB,Orlando Sanford International,Non-Fatal,Substantial,Airplane,N220CM,cessna,650,No,2.0,Turbo Fan,091,,Personal,Rp Sales And Leasing Inc,0.0,0.0,0.0,4.0,VMC,Unknown,The pilot's failure to keep the airplane on the taxiway while taxiing at night. Contributing to the accident was a miscommunication between the flight crewmembers about the position of the airplane.,03-12-2020,0.0
82955,20190318X82725,Accident,CEN19FA104,2019-03-18,"Yukon, OK",United States,353616N,0974220W,HSD,Sundance Airport,Fatal,Destroyed,Airplane,N4MH,israel,1124,No,2.0,Turbo Fan,091,NSCH,Personal,Sundance Airport FBO LLC,2.0,0.0,0.0,0.0,VMC,Unknown,The airplanes unairworthy thrust reverser (T/R) system due to inadequate maintenance that resulted in an asymmetric T/R deployment during an approach to the airport and the subsequent loss of airplane control.,13-12-2021,2.0
